UserID,ItemID,Rate,TypeItem
16216,dhe,2,Bad
11278,cbd,2,Bad
17622,bfa,4,Good
19030,fgd,2,Bad
16644,acf,5,Good
18977,hhi,5,Good
11949,cgf,2,Bad
17025,iie,5,Good
13606,fbg,3,Good
19986,bgc,2,Bad
11136,dae,3,Bad
19024,hga,4,Good
10405,faa,4,Good
18541,gfc,4,Bad
10127,eee,1,Bad
11521,ifg,4,Bad
18608,ebi,3,Bad
15461,def,2,Good
11184,ged,3,Bad
12448,ggf,3,Bad
10468,gee,3,Good
16517,eib,2,Bad
14212,ifc,2,Good
16828,heg,2,Bad
14468,iad,4,Good
19014,idg,5,Good
19504,dif,3,Bad
10971,fgb,1,Bad
18830,fai,4,Good
10257,ade,5,Bad
17251,chf,1,Bad
18486,dcb,1,Good
10191,fgd,4,Bad
19103,dbf,4,Good
15033,iba,3,Bad
17625,edc,4,Bad
14370,dgd,5,Good
11340,def,2,Bad
14533,cbi,5,Bad
12846,dcg,2,Bad
10477,ehe,1,Bad
11964,eie,2,Bad
18751,ddf,4,Good
11635,abg,5,Bad
14799,dii,5,Good
14288,bge,3,Bad
12292,faa,3,Good
11861,hch,5,Bad
15959,fdi,3,Good
14090,gcd,4,Bad
11326,dhf,4,Good
12513,gdi,4,Bad
18832,cii,1,Good
13118,bef,2,Bad
19366,ddg,3,Bad
13057,dib,4,Good
10248,cie,3,Bad
16309,had,5,Bad
13689,cgd,5,Bad
11988,ada,3,Good
18142,egb,2,Bad
15416,dhi,2,Bad
19863,hha,2,Bad
12674,gei,1,Good
18618,bgc,1,Bad
16120,igg,2,Good
18035,gcd,3,Good
14770,ecb,5,Bad
16597,gec,1,Good
16744,ecc,4,Bad
12443,dce,4,Bad
15073,cgb,2,Bad
16342,hie,4,Bad
19239,gdb,2,Good
10477,cae,1,Bad
17718,cfd,4,Bad
14365,aeh,2,Good
19627,ifi,2,Bad
17239,bba,2,Good
10973,beh,2,Good
11149,eih,2,Bad
19813,gcc,2,Good
10667,ffg,1,Bad
10071,dbi,4,Bad
15662,fhc,4,Good
15860,fgc,3,Bad
13216,ccd,1,Good
19473,edg,5,Good
10059,dhc,1,Good
16909,hic,5,Good
14708,fcd,2,Good
15283,efe,2,Bad
13869,dge,4,Good
11971,ifa,3,Good
12980,iag,2,Good
11141,ehh,4,Good
11169,dae,1,Bad
16801,fae,2,Good
14037,gag,3,Bad
10124,hbi,2,Good
14684,gda,3,Bad
16181,ccc,2,Good
12299,hgg,2,Bad
12363,acc,4,Good
14985,cdb,5,Bad
14169,gad,1,Bad
14935,ihd,2,Bad
15643,heh,1,Good
19727,bgb,4,Bad
19562,dbd,5,Good
11218,ffd,5,Good
17632,ddf,3,Bad
15564,abi,1,Bad
18046,hga,5,Good
18569,bhg,5,Bad
19142,ebc,3,Good
18031,afc,3,Bad
13175,efh,5,Bad
10475,fdf,2,Bad
12218,hhe,4,Bad
16006,bce,4,Bad
17099,gea,1,Bad
18981,cii,5,Good
17457,ibi,4,Bad
14495,cdc,2,Bad
18065,gib,3,Bad
17608,dig,5,Good
11742,cfb,4,Good
17893,eff,2,Good
16499,cdf,3,Good
19626,gfg,3,Good
17361,gfd,2,Good
17158,edi,1,Bad
14405,bgd,5,Good
11185,haf,4,Bad
11283,ifd,3,Bad
12057,iia,5,Good
15058,hcd,4,Bad
16133,aif,4,Bad
15547,ida,4,Good
10782,dge,1,Bad
10662,bdh,4,Good
10541,ahd,2,Good
17998,fig,5,Good
12218,iic,5,Bad
13574,ccd,3,Bad
15022,gcg,4,Bad
16025,fbi,4,Bad
15121,cdi,4,Good
15264,dbc,4,Bad
10099,iic,4,Bad
19177,iga,1,Good
11105,dgc,2,Bad
17549,hgh,4,Good
19664,cgd,5,Good
11675,gbh,4,Bad
17653,ahe,5,Good
13938,fie,2,Good
13923,gic,1,Bad
11034,dgg,5,Bad
15741,chb,1,Good
16087,ahd,1,Good
12941,cif,5,Good
12146,cee,3,Good
17974,dbf,1,Good
15647,cdi,4,Bad
15282,fia,2,Bad
12814,dhi,2,Bad
15202,dcg,4,Good
12436,fei,3,Good
14203,iic,2,Bad
16404,dcc,5,Good
13581,ded,2,Bad
15976,cbd,3,Good
16337,gih,2,Bad
15241,ggd,2,Good
16039,bcd,4,Bad
11657,hdb,2,Bad
15888,eba,5,Good
11225,dfg,1,Good
17391,eid,1,Bad
15948,fca,5,Good
10328,ffi,4,Good
19979,ife,3,Bad
16970,dec,3,Good
19971,ggi,5,Bad
10568,bag,1,Good
10162,hef,5,Bad
15237,hic,3,Good
12991,ibe,5,Good
14410,iie,2,Good
15703,ghe,5,Good
13348,adh,4,Good
11214,bci,4,Bad
11273,hee,5,Bad
17378,egh,3,Good
12222,def,5,Good
15680,ccc,3,Bad
11686,gbe,2,Bad
19305,did,2,Bad
13450,agh,4,Bad
16252,hfg,4,Bad
15618,hgd,2,Good
18243,ibh,3,Good
17134,hbb,3,Good
14847,dig,1,Good
17583,ecd,4,Good
16918,bdg,4,Good
18058,iee,3,Bad
13886,hhb,2,Bad
16269,hag,4,Bad
11048,igi,2,Good
12070,adb,1,Good
19356,fgi,4,Good
15289,ahe,1,Good
17215,cgc,4,Good
13476,eha,2,Bad
10482,dhd,4,Good
15501,cfh,5,Good
15842,fgg,4,Bad
18646,fed,5,Good
14347,faa,3,Bad
12980,aed,2,Good
19338,agi,4,Bad
10909,haa,4,Bad
13749,ebf,4,Bad
15889,cbe,5,Good
13983,dfe,1,Bad
19954,gcd,3,Good
14526,die,5,Good
11264,edd,3,Good
16885,ich,1,Good
17213,dhf,2,Good
14799,eih,4,Bad
19647,ace,4,Bad
19693,bed,3,Bad
11103,cfe,1,Bad
14336,fcg,4,Bad
19166,adh,1,Bad
15299,bec,2,Good
15895,cii,3,Bad
18854,fgb,4,Bad
10705,fab,1,Good
13222,dbd,5,Good
19799,fbf,5,Good
11424,agf,5,Bad
16707,idh,5,Bad
15314,bcc,5,Bad
16628,afh,3,Good
16432,idg,2,Good
19587,fbi,5,Bad
10966,bgg,2,Good
12122,geh,2,Bad
13377,aai,2,Bad
13085,ddf,4,Bad
16379,hfd,4,Bad
15479,adc,1,Good
16250,fii,3,Good
11190,egi,3,Bad
19896,bgd,1,Bad
15880,dic,4,Bad
18127,cef,5,Bad
10607,ehh,1,Bad
18124,bbe,3,Bad
11605,edh,5,Bad
11952,cef,2,Bad
12331,hec,3,Bad
12508,hbf,3,Good
16270,eac,2,Bad
13673,hic,4,Good
15503,eci,1,Good
18880,cga,5,Bad
11149,cdc,3,Bad
12831,hcg,1,Bad
11134,fff,3,Bad
19043,ffd,4,Bad
17286,aed,4,Bad
13004,acf,1,Bad
17830,fbe,1,Bad
11635,aaa,5,Bad
13130,hcg,4,Bad
17556,eca,5,Bad
13625,gcf,1,Good
10669,abf,4,Good
12048,efc,5,Bad
19916,aii,4,Bad
19323,cei,4,Good
14117,ghi,4,Bad
19493,geh,1,Bad
16574,dii,3,Bad
13516,ghc,5,Bad
12017,bah,3,Bad
19356,ffe,1,Bad
16396,ffa,4,Good
10306,aif,3,Bad
15897,hia,4,Good
15168,fff,2,Bad
14104,bbi,5,Good
19618,bbd,3,Bad
11474,bai,1,Bad
17568,egg,3,Bad
13618,bfd,4,Bad
17446,fgi,5,Good
16955,hga,4,Bad
10804,iha,3,Bad
19294,feh,5,Bad
16189,hie,2,Bad
18202,aab,4,Bad
13755,fei,3,Bad
17379,cbi,4,Good
12840,adg,3,Good
18139,iei,4,Good
19249,edi,2,Good
19325,ggh,3,Bad
17628,igd,3,Good
15718,aie,5,Bad
14807,fac,5,Good
18854,ecd,1,Bad
10319,cdb,2,Bad
14329,chi,4,Good
16796,fac,4,Good
11899,afb,2,Good
11533,gad,5,Good
16534,fid,1,Bad
18849,eeh,2,Good
10624,gie,5,Good
11932,ige,2,Good
15354,beb,2,Bad
15377,egh,4,Bad
10278,ccb,1,Good
13066,cdb,5,Bad
18377,geh,2,Good
10513,bga,5,Bad
17468,bgd,5,Good
12784,gcb,4,Bad
14709,igd,5,Good
13141,cih,3,Bad
15580,ddh,2,Bad
19772,bdd,5,Good
10995,gad,5,Good
13439,bii,4,Bad
14733,ggb,1,Bad
14169,ddi,2,Good
10272,eaf,5,Bad
16968,gad,2,Good
16047,ebd,2,Bad
13015,geh,3,Good
18159,aia,1,Good
11983,egb,5,Good
17582,efa,3,Good
13871,hgd,1,Bad
16630,ihg,1,Bad
18200,cfe,5,Good
17049,afb,5,Bad
18002,fag,5,Good
11554,iha,1,Good
13991,hbe,4,Good
10666,gaf,3,Bad
16925,bfi,1,Bad
19740,hhe,3,Good
18409,ggd,1,Bad
13064,cdg,5,Bad
12521,ifc,2,Bad
17464,ddi,5,Good
11883,bch,5,Bad
17397,dhh,3,Bad
12766,cef,5,Bad
11120,bcg,2,Good
13600,bid,4,Bad
14933,dea,4,Good
19570,cbi,1,Good
12230,cci,1,Bad
14702,hgc,2,Good
16523,aef,4,Good
19359,ehf,5,Bad
10242,hea,1,Good
11019,dhe,5,Good
15707,gcc,1,Bad
15603,edg,5,Bad
16253,dbg,2,Bad
11946,cae,4,Good
18868,cgh,3,Bad
19709,ahh,3,Good
18423,bde,4,Good
18179,ceh,1,Good
12711,hhb,3,Good
11709,dgi,2,Good
11268,gah,5,Good
10192,fhc,4,Good
18496,gcd,3,Bad
16520,heh,1,Good
19355,bhi,1,Bad
16316,bhf,2,Bad
13994,caf,5,Good
14688,dhf,3,Good
19321,bih,5,Good
13785,hga,1,Good
14714,gce,1,Good
11514,gbi,2,Bad
15709,iih,3,Bad
12409,abe,3,Good
15563,ddg,2,Good
17579,aca,4,Good
11732,gii,3,Bad
10948,cca,2,Good
11523,idf,5,Bad
15539,dih,4,Bad
12272,iia,3,Good
14078,idc,3,Bad
18996,aaa,3,Good
18401,iah,3,Bad
15734,hda,4,Bad
18339,ggi,5,Bad
12626,egc,4,Good
15222,big,5,Good
10103,baf,4,Bad
17088,dca,2,Bad
10022,iid,4,Good
18811,afi,1,Good
15551,ffb,3,Good
11511,bbb,3,Bad
18366,fdi,1,Good
17808,bgh,2,Bad
19274,cib,2,Bad
19741,hih,2,Bad
11326,cfe,4,Good
19401,agg,1,Bad
18967,ifh,2,Bad
15865,edd,5,Bad
18233,dea,2,Bad
11835,ahf,2,Bad
14963,dib,4,Bad
13949,bai,1,Good
11099,hcc,3,Bad
13597,bgf,5,Good
10466,edd,5,Good
16085,eba,1,Bad
11189,ebe,3,Bad
10117,dbd,1,Good
15423,gcd,1,Good
14174,dbd,4,Good
17851,abg,2,Good
16604,cai,5,Bad
17765,gif,3,Good
10299,ieg,4,Good
19094,eeb,4,Bad
19734,gca,1,Bad
17415,edf,3,Bad
13196,aca,2,Good
11006,egi,5,Bad
17596,fhd,3,Bad
13386,ede,5,Good
16256,had,3,Good
14280,bei,5,Bad
13621,hgc,3,Bad
18109,cgc,3,Bad
12223,bhd,1,Good
19024,ibh,5,Bad
10430,hga,3,Bad
16712,ahc,2,Good
19286,ace,2,Good
19887,hae,2,Bad
11936,eed,1,Good
13120,bcf,1,Bad
13329,ach,2,Bad
19411,bga,3,Bad
16167,abc,4,Good
11909,egb,5,Good
11490,eeg,1,Good
11697,iga,4,Good
12134,bdf,1,Good
13689,fci,1,Bad
11636,cbb,5,Good
15644,fba,1,Bad
15209,ibb,4,Good
16695,ici,4,Bad
12343,fcf,3,Bad
10348,hef,3,Bad
12442,eif,2,Good
17156,icb,3,Good
11712,iii,2,Good
13589,adc,4,Bad
14337,aaf,3,Good
13568,iaa,5,Good
15198,aee,1,Good
18662,deb,5,Bad
18448,gib,1,Bad
19383,cgd,4,Good
11485,ecf,1,Bad
17731,bih,3,Good
19741,ffd,5,Good
15139,ccf,1,Good
14185,ghf,4,Bad
15851,iee,3,Bad
16702,bhh,4,Bad
12420,icb,4,Good
10748,hba,2,Bad
11794,adh,4,Bad
16637,fad,5,Good
15802,ghd,4,Good
17171,ida,1,Bad
18539,fgi,2,Good
19689,iic,5,Good
10655,chb,5,Bad
19704,hgh,2,Good
14945,hcd,1,Bad
12675,agf,1,Bad
11687,eid,3,Bad
18197,cic,4,Bad
16427,chd,3,Bad
12806,ccd,3,Good
13435,ied,5,Bad
12003,dii,4,Good
12335,dbc,2,Good
14615,ehi,5,Bad
17028,cig,2,Good
19566,eba,5,Good
18862,afe,1,Good
12325,aif,2,Bad
18829,bgi,3,Bad
15333,acg,5,Good
10463,fea,1,Good
11009,adi,3,Good
18997,igi,3,Good
11827,iic,4,Good
19888,cfc,3,Bad
19786,igd,1,Bad
13491,gch,5,Bad
11721,baa,5,Good
14731,fid,2,Bad
18216,gbc,1,Good
18728,cdd,2,Good
12202,gcg,4,Good
10235,iig,1,Good
13459,gbe,3,Bad
19513,hga,4,Good
15712,ecc,1,Good
11077,fbe,2,Bad
15794,eeh,3,Good
10248,chh,5,Good
13242,bab,2,Bad
12023,chg,2,Good
14574,bdc,3,Bad
18824,gea,5,Bad
10853,gig,5,Bad
14757,afd,1,Bad
14383,hha,5,Bad
13216,gfb,3,Good
14225,gfe,1,Bad
16003,bdb,2,Good
14717,eec,5,Bad
11851,ida,1,Good
15431,adb,1,Bad
18562,hgh,1,Bad
10100,gba,4,Bad
16153,fbg,5,Bad
10863,gdb,5,Good
19836,acg,2,Good
18223,ghh,5,Bad
12871,ibf,5,Good
18288,def,3,Bad
16127,eab,3,Good
11852,fei,4,Bad
15231,cef,4,Good
17707,aff,1,Bad
13005,bhf,5,Good
13243,ifd,1,Bad
18786,bih,2,Bad
16105,bdg,4,Good
16256,aig,2,Bad
15165,gdh,2,Bad
18804,ige,4,Bad
14371,gbh,3,Good
13393,gib,4,Good
11663,ffi,5,Good
12836,gbi,5,Bad
17583,hga,4,Good
15410,gfi,4,Bad
10650,igh,3,Good
10943,fhd,2,Good
19157,cgg,5,Bad
16160,idc,1,Good
18121,aea,4,Good
19570,gcd,3,Bad
12231,fch,5,Bad
14650,edd,2,Good
17336,ebf,4,Bad
14901,ife,2,Good
12819,ggg,2,Good
18106,fgh,1,Bad
19320,bii,4,Good
11566,hea,1,Good
10526,hgf,1,Good
18277,hca,3,Good
17646,hbb,5,Bad
15116,afc,1,Bad
12431,aah,2,Good
12118,cif,3,Good
19872,dae,2,Bad
16087,gdb,2,Good
10832,cdh,2,Bad
14539,ife,3,Bad
19776,aif,3,Bad
18523,cbb,3,Bad
10349,fcb,1,Good
11983,hfd,5,Good
19688,ahb,1,Bad
13695,iah,3,Good
12708,ffa,5,Bad
15464,cfg,4,Good
16668,die,1,Good
10325,dig,4,Good
16905,bhf,1,Good
17007,dii,5,Good
16939,cch,3,Bad
11027,ahi,3,Bad
10421,fdd,1,Good
19293,ccd,2,Good
19937,deb,1,Good
16120,iic,3,Bad
19986,aef,5,Good
18237,fgb,4,Good
19708,ebe,1,Good
13505,iea,1,Bad
16865,bec,1,Bad
12305,ghi,4,Bad
11435,faf,3,Bad
10272,dgi,1,Good
12972,ggb,4,Good
13173,aic,2,Bad
13966,efc,4,Bad
14002,ebc,4,Good
17739,hdb,4,Good
14658,dih,2,Good
12438,igb,2,Bad
10613,ecb,3,Good
10521,gih,4,Good
14987,dda,3,Bad
18214,efe,4,Good
16293,fbd,2,Bad
16396,ecg,5,Good
12019,fec,3,Good
11729,ifh,3,Good
17715,ibc,1,Good
15539,hii,4,Good
10235,ecb,5,Bad
18213,ghf,3,Bad
11942,bbh,5,Good
18924,fhb,5,Good
12783,fci,4,Good
11055,dca,4,Bad
11837,hbb,2,Bad
15008,fdc,2,Bad
13817,eii,2,Good
18795,ecg,5,Good
14770,hdf,4,Bad
10607,aab,3,Bad
13144,ded,2,Bad
10151,hfh,4,Bad
19965,aci,4,Bad
16057,bdc,2,Good
12202,igb,2,Good
13278,ibh,3,Bad
10221,gdb,5,Good
17164,gcf,2,Bad
14537,aaf,3,Bad
10123,gdb,4,Bad
14517,igf,4,Bad
11574,fih,1,Bad
14296,hbh,1,Bad
17666,gea,4,Bad
16038,aid,3,Bad
12865,acd,3,Bad
16604,fgf,3,Good
14379,idi,3,Bad
18800,ecg,2,Good
16694,eid,4,Bad
19694,eda,5,Good
12370,agc,5,Good
16599,bff,5,Good
18102,fbe,3,Good
10339,hha,3,Bad
16956,hhc,2,Good
19690,fec,4,Good
17167,hgf,5,Bad
15610,fdh,3,Good
15518,bii,4,Bad
14825,eig,5,Bad
17054,efb,4,Bad
14841,ccf,1,Bad
10198,fch,2,Good
15773,fhh,3,Bad
15367,bcb,4,Bad
12477,cbi,4,Good
19504,fbh,4,Good
13135,bch,3,Bad
11271,hcg,4,Bad
17722,bhg,1,Bad
15445,gea,3,Good
10901,che,1,Bad
17511,ggf,4,Good
13312,fbh,2,Good
14828,eig,2,Good
11356,acg,4,Good
15245,ded,3,Good
19479,fgc,3,Bad
12459,fgi,1,Bad
12265,bgg,3,Good
16850,dai,3,Good
14247,dae,5,Good
16315,agi,4,Good
17199,hcg,2,Good
13070,bfg,3,Bad
14039,cbe,4,Bad
16866,ced,5,Bad
16085,fgh,2,Good
19960,bcc,3,Bad
12189,iac,5,Bad
15848,ceh,3,Bad
12877,dhc,4,Bad
13252,chg,1,Good
16334,cec,3,Good
16256,dch,1,Bad
14736,bdc,5,Good
10710,ieb,3,Good
14342,ghh,3,Bad
12010,dae,2,Good
12557,bgg,1,Bad
17846,ibd,4,Bad
19028,hha,3,Good
19634,icf,3,Bad
18560,ghb,3,Good
13596,fgf,4,Good
11548,ehi,1,Good
11605,gai,4,Good
12127,ehf,2,Good
16259,fic,3,Good
10432,chc,1,Bad
10827,ddc,1,Good
15726,bha,3,Good
10572,hah,4,Bad
14209,dab,3,Bad
14526,chb,1,Good
11866,gbe,4,Bad
16114,dei,3,Bad
14309,egb,3,Bad
12661,cbb,3,Bad
18358,gcf,5,Good
16371,adf,1,Bad
13619,ghi,1,Bad
13023,hfa,1,Bad
10028,ecb,2,Bad
12940,hbh,2,Good
19064,dif,5,Bad
17673,ecb,3,Good
11619,hfi,5,Good
15487,hhg,5,Bad
17158,gab,5,Good
16900,eae,5,Good
10504,cdg,3,Good
14246,dhi,5,Bad
10716,dih,3,Good
18366,gdf,3,Bad
13466,dgf,3,Bad
16107,cfe,1,Good
13224,eff,4,Good
10899,hgg,2,Good
11794,egd,1,Bad
11999,gch,5,Good
18988,fgd,2,Bad
19550,bhh,4,Good
15703,gaa,5,Good
13761,idd,4,Good
17683,bgh,5,Bad
13168,ebg,3,Bad
12022,chf,2,Bad
10801,dgg,2,Bad
17238,fgi,2,Bad
13481,fce,2,Good
12593,fig,2,Bad
18891,idg,1,Bad
11837,fie,1,Good
12234,afh,4,Bad
14488,ihc,4,Bad
18199,gha,4,Good
10509,dba,2,Good
12172,ehe,4,Bad
10532,ied,5,Good
17449,egc,1,Good
11349,hag,5,Good
18083,cei,5,Good
14494,bci,1,Bad
11887,dch,5,Bad
18034,bef,3,Good
19737,ddh,2,Good
15018,bdb,5,Bad
18387,dga,1,Good
13955,dgg,5,Bad
19068,eff,1,Bad
12522,feg,3,Bad
11041,geh,1,Bad
11623,had,1,Good
13730,gai,1,Good
11778,aid,3,Bad
16445,ggg,1,Good
11433,aeb,3,Bad
19528,egd,5,Good
12697,ifd,5,Good
18745,adh,2,Good
15586,bcd,1,Good
16213,ffh,3,Good
10598,ebf,5,Good
15349,beb,3,Good
11292,gha,1,Good
15688,bce,2,Good
19505,hfb,3,Bad
15650,gbd,4,Good
11715,faa,1,Good
13964,hhf,1,Good
19219,idi,5,Bad
13490,hig,5,Good
13146,efi,4,Bad
19741,fhb,4,Bad
16949,fed,4,Good
17379,fge,1,Good
11857,eab,2,Bad
15731,gfb,4,Bad
13575,eed,4,Bad
15753,bhf,4,Good
19418,acc,1,Bad
18632,fdi,1,Good
15424,gih,3,Bad
19521,agb,3,Bad
14416,iia,3,Good
18096,gfe,5,Bad
11056,iaf,3,Good
10875,efb,3,Bad
15750,agd,2,Bad
14979,dhi,3,Bad
10383,acb,4,Good
15371,bbf,3,Bad
15114,fec,5,Good
16692,dea,2,Good
17275,cch,2,Bad
12258,ghf,5,Good
16465,eai,1,Good
10725,hhd,5,Bad
14650,abf,2,Good
19162,bei,3,Bad
10212,efd,2,Good
16223,iah,2,Good
18728,ebb,5,Good
12177,gch,4,Good
19308,fbe,2,Good
12695,dib,1,Good
13989,fih,4,Bad
14628,bdh,1,Good
18206,cgh,4,Bad
10709,gce,4,Good
12630,hid,1,Bad
14577,cih,1,Bad
11512,adg,2,Good
12873,igb,1,Bad
19409,chh,1,Good
14594,gda,1,Bad
17072,gad,1,Bad
12521,chh,1,Good
10666,dhi,2,Good
10158,dfh,5,Bad
13104,ihh,4,Bad
16883,dic,5,Good
14671,eea,2,Bad
19741,dad,4,Bad
16678,cbi,3,Bad
13681,bha,3,Good
19761,cdf,1,Good
10197,hfg,4,Bad
18090,bei,3,Good
10186,dbh,1,Bad
18130,dbg,3,Bad
12233,edh,3,Good
17068,bbc,1,Good
10065,eda,3,Good
12314,bac,1,Good
12380,bbf,4,Good
18533,bha,3,Good
16931,hgc,5,Good
15909,dbb,5,Bad
16761,eie,3,Good
10606,ibh,1,Good
19847,gdi,4,Good
16086,agi,1,Bad
14087,fea,4,Good
16482,eee,5,Good
14369,ffb,1,Bad
19031,acf,4,Bad
19207,ddg,2,Bad
19233,bfd,5,Bad
14744,gfi,5,Good
17893,iig,5,Bad
12655,cde,3,Bad
11425,hhf,1,Good
11575,hae,5,Good
10623,cdg,3,Good
19581,eee,5,Good
12607,eii,2,Bad
18653,bed,1,Bad
16835,ece,2,Good
18812,ice,5,Bad
19047,bag,3,Good
13870,fhg,5,Bad
10163,idg,3,Bad
10848,efc,3,Bad
15617,cib,1,Bad
11574,fhe,4,Bad
11393,ffe,2,Good
11130,eif,1,Good
18903,ahi,4,Bad
12049,iic,4,Bad
19150,dfc,3,Good
16737,igc,1,Good
10719,ege,5,Good
17537,gff,4,Good
19059,eea,4,Bad
14755,fae,2,Bad
14225,eda,3,Bad
19887,dcd,4,Bad
11080,idd,2,Good
11268,dbe,5,Bad
12261,gfc,3,Good
19530,ifi,5,Bad
18760,icg,5,Bad
17778,bab,1,Bad
11201,iaa,1,Good
12302,faf,3,Bad
17172,caf,2,Good
13325,dad,5,Bad
10077,idc,1,Bad
14368,cgb,1,Bad
11258,cbh,1,Bad
19517,gdd,5,Good
13435,bfd,5,Good
15673,cif,1,Bad
13556,ahi,2,Good
17504,iff,5,Good
11865,eba,2,Bad
15282,fhc,3,Bad
12351,cci,5,Bad
11959,hfd,2,Good
11287,bib,1,Good
13367,gfa,2,Good
16065,edc,5,Bad
12762,cgg,3,Bad
12978,gai,5,Bad
13236,bfb,1,Good
14786,egi,1,Good
18321,bae,4,Bad
16971,dhi,4,Bad
18276,eeb,5,Bad
19325,ffe,2,Good
15279,iec,3,Bad
13739,hhc,1,Good
11759,hie,4,Good
18339,daa,5,Good
19849,gda,2,Bad
17290,aib,5,Good
18748,hcf,2,Bad
10460,hhc,1,Good
17622,gac,3,Bad
11492,efg,2,Bad
17995,dcc,5,Good
12765,hga,1,Good
14906,fbf,1,Good
10079,afb,2,Good
17237,efi,2,Bad
16972,efg,2,Good
17849,hea,1,Good
18785,fbi,5,Good
11512,igd,3,Good
11171,aig,2,Bad
11757,haa,4,Bad
13323,dfb,1,Good
13308,bhi,1,Bad
14585,gcg,5,Good
13743,dcb,5,Good
18487,bab,1,Bad
15322,eea,5,Bad
14166,geg,3,Good
12574,cif,3,Good
11787,eig,3,Bad
15990,hfa,3,Good
14597,ddb,1,Bad
14687,egd,5,Bad
11707,fid,4,Bad
14112,baf,4,Bad
16259,ebc,4,Bad
11364,dah,3,Bad
12378,eic,5,Good
18013,fdb,4,Good
16975,cdf,5,Good
11831,gda,2,Good
19415,gbd,4,Good
12163,aib,3,Bad
17037,feh,4,Bad
11614,afi,4,Good
10130,eec,2,Bad
10461,dig,5,Good
13977,hde,2,Good
13020,cid,2,Good
15474,cgc,1,Good
12174,agg,4,Bad
16825,cgg,4,Bad
12319,hcg,3,Bad
10353,ibh,1,Good
17986,ddc,2,Bad
19245,eaa,3,Bad
15977,ffb,3,Bad
10343,dgg,1,Bad
11171,gdb,2,Bad
15106,acf,3,Bad
15651,dfe,4,Bad
13507,hbe,4,Good
15625,ega,4,Good
16049,fih,1,Good
17568,gae,2,Bad
14625,dde,1,Good
14682,ibc,3,Good
18402,gdi,4,Bad
13176,ceh,5,Bad
16395,hgg,3,Bad
19619,fhg,4,Bad
16078,acc,4,Bad
11534,ece,2,Good
11129,feg,3,Good
19051,gfc,2,Good
13282,ich,5,Bad
12169,hhe,3,Good
10807,dbc,2,Good
15290,cdi,1,Good
19532,dii,2,Good
15591,eag,5,Good
15654,adg,5,Bad
19236,hae,3,Good
19169,baa,1,Bad
12544,fef,1,Good
19851,gib,1,Good
18246,ihd,3,Good
17570,ich,4,Bad
14202,fda,1,Good
11226,bia,1,Bad
15196,bai,1,Good
18139,acd,2,Bad
18797,egi,3,Good
12087,hhi,1,Bad
12799,fdh,1,Good
14756,ica,3,Bad
19644,fbc,1,Good
12952,aeg,3,Good
15126,gaa,2,Bad
17965,iah,1,Bad
12445,hci,5,Bad
17760,eee,3,Bad
18875,agf,4,Bad
12547,gea,4,Good
13141,ddd,5,Bad
11840,dch,1,Good
16580,dcf,4,Good
14732,hae,3,Bad
10921,eca,3,Bad
17335,hca,5,Good
19887,bgc,2,Bad
11620,eib,2,Bad
17224,dde,3,Good
11553,hhf,2,Good
14038,cca,2,Good
11629,hdc,5,Good
17466,eff,5,Bad
16872,agd,3,Good
16028,gga,2,Good
17103,hcd,2,Bad
15273,cee,2,Good
19319,eib,1,Bad
10604,fgi,3,Bad
14182,fcf,5,Good
18673,cdd,1,Bad
15948,ehh,4,Good
12179,bih,3,Good
11558,eai,4,Bad
12345,hhb,3,Good
16502,eee,4,Good
13659,dhi,2,Bad
15352,cfi,2,Good
11601,dbb,3,Good
15895,chf,2,Good
10201,dac,1,Bad
10568,dgd,1,Good
15205,ahe,3,Bad
12340,fea,3,Bad
15636,dce,3,Bad
11969,igg,4,Bad
17049,cid,4,Bad
12486,ide,2,Bad
17292,ddc,5,Good
18695,ebg,2,Good
10501,ifi,1,Good
16673,hfh,1,Bad
14873,edc,4,Good
18818,cbg,4,Good
12102,fig,2,Bad
18159,fga,1,Bad
18334,hfh,1,Bad
17041,eid,3,Good
10973,agg,1,Bad
13254,gec,1,Bad
17647,cgd,5,Bad
11956,aii,1,Bad
19382,hdi,2,Good
17660,cih,1,Bad
15150,ihi,3,Good
10238,edb,5,Good
18045,dgc,5,Good
16940,bdi,1,Good
11739,gcb,5,Bad
15672,ede,3,Bad
15058,dad,4,Good
18523,deb,5,Good
13353,gbi,5,Bad
12191,adc,5,Good
15492,ded,1,Good
10403,ded,3,Good
17101,deh,5,Good
17641,aeg,2,Good
18084,aaf,1,Bad
15816,fcb,3,Good
11352,ieg,5,Good
18513,age,1,Bad
19958,cib,4,Bad
14865,gfh,4,Good
12775,gbg,1,Bad
19149,chi,5,Bad
18309,ffi,2,Bad
12847,hfi,4,Bad
16141,feg,3,Bad
17963,geg,3,Good
12452,abb,3,Bad
12468,hgf,3,Good
18964,gcc,1,Good
15768,ggd,1,Good
13214,gaf,2,Good
16693,bad,1,Good
12377,fid,2,Bad
19197,ace,1,Bad
18786,bfd,2,Bad
10607,dah,3,Good
16298,dhh,3,Bad
18729,ife,5,Bad
13650,gie,1,Good
11934,fbf,5,Good
16782,agc,4,Bad
10086,dea,2,Good
16262,ffb,2,Good
11233,hfd,4,Good
11204,fie,1,Good
11287,hhc,5,Good
14447,hbi,1,Good
10939,bhf,1,Bad
17228,aib,3,Good
14289,agf,2,Good
14691,dcf,2,Bad
19062,hdc,3,Bad
